Date,Open,High,Low,Close,Adj Close,Volume
03/01/1928,17.76,17.76,17.76,17.76,17.76,0
04/01/1928,17.719999,17.719999,17.719999,17.719999,17.719999,0
05/01/1928,17.549999,17.549999,17.549999,17.549999,17.549999,0
06/01/1928,17.66,17.66,17.66,17.66,17.66,0
09/01/1928,17.5,17.5,17.5,17.5,17.5,0
10/01/1928,17.370001,17.370001,17.370001,17.370001,17.370001,0
11/01/1928,17.35,17.35,17.35,17.35,17.35,0
12/01/1928,17.469999,17.469999,17.469999,17.469999,17.469999,0
13/01/1928,17.58,17.58,17.58,17.58,17.58,0
16/01/1928,17.290001,17.290001,17.290001,17.290001,17.290001,0
17/01/1928,17.299999,17.299999,17.299999,17.299999,17.299999,0
18/01/1928,17.26,17.26,17.26,17.26,17.26,0
19/01/1928,17.379999,17.379999,17.379999,17.379999,17.379999,0
20/01/1928,17.48,17.48,17.48,17.48,17.48,0
23/01/1928,17.639999,17.639999,17.639999,17.639999,17.639999,0
24/01/1928,17.709999,17.709999,17.709999,17.709999,17.709999,0
25/01/1928,17.52,17.52,17.52,17.52,17.52,0
26/01/1928,17.629999,17.629999,17.629999,17.629999,17.629999,0
27/01/1928,17.690001,17.690001,17.690001,17.690001,17.690001,0
30/01/1928,17.49,17.49,17.49,17.49,17.49,0
31/01/1928,17.57,17.57,17.57,17.57,17.57,0
01/02/1928,17.530001,17.530001,17.530001,17.530001,17.530001,0
02/02/1928,17.629999,17.629999,17.629999,17.629999,17.629999,0
03/02/1928,17.4,17.4,17.4,17.4,17.4,0
06/02/1928,17.450001,17.450001,17.450001,17.450001,17.450001,0
07/02/1928,17.440001,17.440001,17.440001,17.440001,17.440001,0
08/02/1928,17.49,17.49,17.49,17.49,17.49,0
09/02/1928,17.549999,17.549999,17.549999,17.549999,17.549999,0
10/02/1928,17.540001,17.540001,17.540001,17.540001,17.540001,0
14/02/1928,17.440001,17.440001,17.440001,17.440001,17.440001,0
15/02/1928,17.4,17.4,17.4,17.4,17.4,0
16/02/1928,17.35,17.35,17.35,17.35,17.35,0
17/02/1928,17.040001,17.040001,17.040001,17.040001,17.040001,0
20/02/1928,16.950001,16.950001,16.950001,16.950001,16.950001,0
21/02/1928,17.110001,17.110001,17.110001,17.110001,17.110001,0
23/02/1928,17.129999,17.129999,17.129999,17.129999,17.129999,0
24/02/1928,17.18,17.18,17.18,17.18,17.18,0
27/02/1928,17.110001,17.110001,17.110001,17.110001,17.110001,0
28/02/1928,17.16,17.16,17.16,17.16,17.16,0
29/02/1928,17.26,17.26,17.26,17.26,17.26,0
01/03/1928,17.299999,17.299999,17.299999,17.299999,17.299999,0
02/03/1928,17.299999,17.299999,17.299999,17.299999,17.299999,0
05/03/1928,17.57,17.57,17.57,17.57,17.57,0
06/03/1928,17.67,17.67,17.67,17.67,17.67,0
07/03/1928,17.58,17.58,17.58,17.58,17.58,0
08/03/1928,17.639999,17.639999,17.639999,17.639999,17.639999,0
09/03/1928,17.93,17.93,17.93,17.93,17.93,0
12/03/1928,18,18,18,18,18,0
13/03/1928,17.92,17.92,17.92,17.92,17.92,0
14/03/1928,17.93,17.93,17.93,17.93,17.93,0
15/03/1928,18.07,18.07,18.07,18.07,18.07,0
16/03/1928,18.26,18.26,18.26,18.26,18.26,0
19/03/1928,18.360001,18.360001,18.360001,18.360001,18.360001,0
20/03/1928,18.459999,18.459999,18.459999,18.459999,18.459999,0
21/03/1928,18.65,18.65,18.65,18.65,18.65,0
22/03/1928,18.6,18.6,18.6,18.6,18.6,0
23/03/1928,18.780001,18.780001,18.780001,18.780001,18.780001,0
26/03/1928,19.049999,19.049999,19.049999,19.049999,19.049999,0
27/03/1928,18.940001,18.940001,18.940001,18.940001,18.940001,0
28/03/1928,18.889999,18.889999,18.889999,18.889999,18.889999,0
29/03/1928,18.950001,18.950001,18.950001,18.950001,18.950001,0
30/03/1928,19.280001,19.280001,19.280001,19.280001,19.280001,0
02/04/1928,18.91,18.91,18.91,18.91,18.91,0
03/04/1928,19.02,19.02,19.02,19.02,19.02,0
04/04/1928,18.99,18.99,18.99,18.99,18.99,0
05/04/1928,19.23,19.23,19.23,19.23,19.23,0
09/04/1928,19.27,19.27,19.27,19.27,19.27,0
10/04/1928,19.1,19.1,19.1,19.1,19.1,0
11/04/1928,19.440001,19.440001,19.440001,19.440001,19.440001,0
12/04/1928,19.41,19.41,19.41,19.41,19.41,0
13/04/1928,19.73,19.73,19.73,19.73,19.73,0
16/04/1928,19.68,19.68,19.68,19.68,19.68,0
17/04/1928,19.52,19.52,19.52,19.52,19.52,0
18/04/1928,19.52,19.52,19.52,19.52,19.52,0
19/04/1928,19.629999,19.629999,19.629999,19.629999,19.629999,0
20/04/1928,19.34,19.34,19.34,19.34,19.34,0
23/04/1928,19.15,19.15,19.15,19.15,19.15,0
24/04/1928,19.25,19.25,19.25,19.25,19.25,0
25/04/1928,19.33,19.33,19.33,19.33,19.33,0
26/04/1928,19.469999,19.469999,19.469999,19.469999,19.469999,0
27/04/1928,19.68,19.68,19.68,19.68,19.68,0
30/04/1928,19.75,19.75,19.75,19.75,19.75,0
01/05/1928,19.780001,19.780001,19.780001,19.780001,19.780001,0
02/05/1928,19.83,19.83,19.83,19.83,19.83,0
03/05/1928,19.93,19.93,19.93,19.93,19.93,0
04/05/1928,20.24,20.24,20.24,20.24,20.24,0
07/05/1928,20.41,20.41,20.41,20.41,20.41,0
08/05/1928,20.27,20.27,20.27,20.27,20.27,0
09/05/1928,20.24,20.24,20.24,20.24,20.24,0
10/05/1928,20.209999,20.209999,20.209999,20.209999,20.209999,0
11/05/1928,20.360001,20.360001,20.360001,20.360001,20.360001,0
14/05/1928,20.440001,20.440001,20.440001,20.440001,20.440001,0
15/05/1928,20.389999,20.389999,20.389999,20.389999,20.389999,0
16/05/1928,20.049999,20.049999,20.049999,20.049999,20.049999,0
17/05/1928,20.120001,20.120001,20.120001,20.120001,20.120001,0
18/05/1928,19.92,19.92,19.92,19.92,19.92,0
21/05/1928,19.629999,19.629999,19.629999,19.629999,19.629999,0
22/05/1928,19.360001,19.360001,19.360001,19.360001,19.360001,0
23/05/1928,19.75,19.75,19.75,19.75,19.75,0
24/05/1928,19.870001,19.870001,19.870001,19.870001,19.870001,0
