Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,331.7300109863281,334.79998779296875,329.010009765625,332.0799865722656,322.65948486328125,1476500
2022-08-02,329.5,331.8299865722656,327.2200012207031,327.8800048828125,318.5786437988281,1862900
2022-08-03,332.07000732421875,335.510009765625,329.6199951171875,333.1700134277344,323.7185974121094,1770600
2022-08-04,333.2799987792969,334.29998779296875,330.6199951171875,331.8699951171875,322.4554138183594,1533400
2022-08-05,330.8999938964844,336.9100036621094,329.6700134277344,334.6700134277344,325.1760559082031,1876400
2022-08-08,337.1099853515625,338.8399963378906,334.3399963378906,334.67999267578125,325.1856994628906,1460000
2022-08-09,336.1499938964844,338.1700134277344,334.57000732421875,336.6199951171875,327.0706787109375,1587900
2022-08-10,341.3599853515625,349.70001220703125,341.3500061035156,347.9100036621094,338.0404052734375,2459500
2022-08-11,350.0,356.04998779296875,349.7799987792969,351.67999267578125,341.7034606933594,2360800
2022-08-12,353.44000244140625,354.55999755859375,350.1499938964844,353.82000732421875,343.78277587890625,2369000
2022-08-15,351.0,358.6199951171875,349.04998779296875,355.8500061035156,345.7551574707031,2045700
2022-08-16,352.989990234375,356.4700012207031,352.0199890136719,354.9700012207031,344.9001159667969,1740900
2022-08-17,351.8999938964844,355.5899963378906,350.7699890136719,353.739990234375,343.7050476074219,1576300
2022-08-18,352.6600036621094,355.1000061035156,350.8599853515625,354.5199890136719,344.4629211425781,1102200
2022-08-19,351.0,351.8599853515625,347.5,349.2699890136719,339.36181640625,1812300
2022-08-22,342.44000244140625,344.5299987792969,340.760009765625,342.4200134277344,332.7061767578125,1723900
2022-08-23,341.95001220703125,344.07000732421875,339.0299987792969,340.17999267578125,330.5296936035156,1538000
2022-08-24,339.0199890136719,344.32000732421875,338.489990234375,341.94000244140625,332.23980712890625,1530800
2022-08-25,344.45001220703125,346.8599853515625,342.1099853515625,346.489990234375,336.6606750488281,1763900
2022-08-26,348.3399963378906,348.739990234375,336.0,336.3999938964844,326.85693359375,1703900
2022-08-29,333.9200134277344,336.3999938964844,332.010009765625,333.9200134277344,324.44732666015625,1835600
2022-08-30,335.0,336.010009765625,331.17999267578125,333.6300048828125,324.16552734375,1830300
2022-08-31,331.54998779296875,335.1400146484375,329.67999267578125,332.6700134277344,325.67315673828125,2488000
2022-09-01,329.8699951171875,333.69000244140625,324.6199951171875,333.5,326.48565673828125,1575100
2022-09-02,334.67999267578125,340.32000732421875,329.9700012207031,331.4800109863281,324.5081481933594,2215400
2022-09-06,332.32000732421875,333.25,323.4599914550781,326.489990234375,319.62310791015625,1578100
2022-09-07,324.25,332.1600036621094,323.25,330.55999755859375,323.6075134277344,1496600
2022-09-08,330.2900085449219,335.80999755859375,327.3599853515625,335.3800048828125,328.3261413574219,1755600
2022-09-09,337.9800109863281,341.0299987792969,337.0299987792969,340.1000061035156,332.9468688964844,1445600
2022-09-12,341.6600036621094,344.3699951171875,340.0899963378906,342.5799865722656,335.37469482421875,1563200
2022-09-13,336.0799865722656,336.5199890136719,326.8299865722656,328.3900146484375,321.483154296875,2242100
2022-09-14,328.45001220703125,330.92999267578125,323.5,327.260009765625,320.3769226074219,1953300
2022-09-15,328.7300109863281,335.2799987792969,327.5899963378906,331.6199951171875,324.6452331542969,1489400
2022-09-16,326.3800048828125,329.0,319.7900085449219,326.2099914550781,319.3489990234375,2946800
2022-09-19,320.57000732421875,329.2900085449219,320.5400085449219,328.6600036621094,321.7474365234375,1652700
2022-09-20,325.70001220703125,326.79998779296875,320.010009765625,323.260009765625,316.4610595703125,1569900
2022-09-21,324.9200134277344,329.7900085449219,320.6300048828125,320.7099914550781,313.96466064453125,1796700
2022-09-22,322.32000732421875,323.3900146484375,311.20001220703125,312.9200134277344,306.3385314941406,2239900
2022-09-23,307.54998779296875,309.7900085449219,297.4599914550781,301.9700012207031,295.6188049316406,2918500
2022-09-26,299.0,302.1000061035156,292.30999755859375,294.6199951171875,288.4233703613281,2308800
2022-09-27,297.5,299.1499938964844,288.6199951171875,291.3800048828125,285.2515563964844,2007400
2022-09-28,294.0,302.4100036621094,292.4599914550781,300.7900085449219,294.4636535644531,2289700
2022-09-29,297.07000732421875,299.3500061035156,291.54998779296875,296.1099853515625,289.8820495605469,1930800
2022-09-30,296.0,301.0899963378906,292.70001220703125,293.04998779296875,286.88641357421875,1970800
2022-10-03,297.1700134277344,301.2300109863281,291.1000061035156,299.1499938964844,292.8581237792969,1938800
2022-10-04,306.79998779296875,315.1600036621094,305.8800048828125,314.8699951171875,308.24749755859375,2399500
2022-10-05,306.5799865722656,310.2099914550781,303.6000061035156,309.0,302.5009765625,1992800
2022-10-06,307.3900146484375,309.0799865722656,303.4200134277344,304.6700134277344,298.2620544433594,1367400
2022-10-07,304.0,305.1499938964844,299.1499938964844,301.0799865722656,294.7475280761719,1790100
2022-10-10,303.6300048828125,304.7200012207031,298.42999267578125,300.5400085449219,294.21893310546875,1309600
2022-10-11,298.010009765625,302.5199890136719,293.9200134277344,294.2099914550781,288.02203369140625,2392800
2022-10-12,293.989990234375,299.7799987792969,291.7099914550781,295.30999755859375,289.0989074707031,1763800
2022-10-13,290.4200134277344,308.760009765625,287.75,307.07000732421875,300.611572265625,2724900
2022-10-14,307.4599914550781,311.6199951171875,299.07000732421875,299.989990234375,293.68048095703125,2397600
2022-10-17,304.4100036621094,311.6199951171875,304.1400146484375,306.7099914550781,300.2591247558594,3118600
2022-10-18,321.6700134277344,324.4800109863281,312.0,313.8500061035156,307.24896240234375,6428600
2022-10-19,312.6099853515625,314.7900085449219,308.05999755859375,311.760009765625,305.20294189453125,2363800
2022-10-20,312.1000061035156,316.04998779296875,309.0,310.80999755859375,304.27288818359375,2382300
2022-10-21,311.0,325.7699890136719,309.489990234375,325.1000061035156,318.2623291015625,3545700
2022-10-24,328.5,331.239990234375,325.8500061035156,328.70001220703125,321.7866516113281,2232600
2022-10-25,327.8599853515625,333.6000061035156,325.9200134277344,332.3999938964844,325.4088134765625,1837700
2022-10-26,334.5199890136719,338.6700134277344,334.1400146484375,335.69000244140625,328.6296081542969,2176700
2022-10-27,339.30999755859375,341.92999267578125,336.5299987792969,337.17999267578125,330.0882568359375,1998800
2022-10-28,338.5199890136719,342.5799865722656,336.0,341.82000732421875,334.6307067871094,1677100
2022-10-31,341.07000732421875,346.17999267578125,340.57000732421875,344.510009765625,337.2641296386719,2224000
2022-11-01,345.1300048828125,348.69000244140625,343.7699890136719,348.5799865722656,341.2485046386719,2316600
2022-11-02,347.6199951171875,357.44000244140625,346.739990234375,349.7900085449219,342.43304443359375,3221200
2022-11-03,347.5,350.6700134277344,342.5899963378906,348.8699951171875,341.53240966796875,2515600
2022-11-04,354.0,358.3800048828125,351.2300109863281,357.9100036621094,350.3822937011719,3172700
2022-11-07,360.010009765625,362.9599914550781,358.5199890136719,362.55999755859375,354.9344787597656,2526900
