Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,300.6400146484375,308.45001220703125,300.010009765625,305.82000732421875,297.69598388671875,3303900
2022-08-02,305.3999938964844,305.6099853515625,300.010009765625,300.7099914550781,292.7217102050781,3091000
2022-08-03,303.3500061035156,308.07000732421875,300.3399963378906,306.3699951171875,298.23138427734375,3329400
2022-08-04,304.5400085449219,309.9700012207031,304.44000244140625,307.1700134277344,299.0101013183594,2718400
2022-08-05,305.3800048828125,309.7799987792969,304.5,309.69000244140625,301.46319580078125,2029100
2022-08-08,311.8599853515625,315.79998779296875,310.44000244140625,311.9700012207031,303.6825866699219,2505100
2022-08-09,308.8900146484375,309.9599914550781,303.30999755859375,305.2099914550781,297.1021728515625,2607000
2022-08-10,309.5,312.9800109863281,309.04998779296875,311.5799865722656,303.3029479980469,3863400
2022-08-11,313.8399963378906,314.6199951171875,309.5799865722656,310.69000244140625,302.4366149902344,2444100
2022-08-12,312.6099853515625,314.92999267578125,310.17999267578125,314.8900146484375,306.5250244140625,2273800
2022-08-15,312.0400085449219,315.760009765625,310.1499938964844,314.6099853515625,306.2524719238281,3917300
2022-08-16,312.9800109863281,332.9800109863281,312.8800048828125,327.3800048828125,318.6832580566406,10089800
2022-08-17,328.0899963378906,329.5,324.07000732421875,325.760009765625,317.10626220703125,3162600
2022-08-18,324.9599914550781,327.94000244140625,322.2200012207031,325.2099914550781,316.57086181640625,2899600
2022-08-19,324.9700012207031,326.32000732421875,319.7699890136719,321.32000732421875,312.78424072265625,3489100
2022-08-22,318.0899963378906,319.739990234375,311.7099914550781,312.2099914550781,303.9162292480469,3144200
2022-08-23,311.2099914550781,311.5199890136719,305.6400146484375,306.8999938964844,298.74725341796875,3317500
2022-08-24,305.04998779296875,309.9800109863281,303.54998779296875,308.1099853515625,299.92510986328125,2495600
2022-08-25,308.6400146484375,309.9599914550781,305.8299865722656,309.7799987792969,301.5508117675781,2529700
2022-08-26,310.29998779296875,311.510009765625,298.0199890136719,298.1000061035156,290.1810607910156,3315500
2022-08-29,296.57000732421875,299.7099914550781,294.2900085449219,296.32000732421875,288.4483337402344,2711800
2022-08-30,298.55999755859375,299.8999938964844,291.6700134277344,293.1000061035156,285.31390380859375,2892400
2022-08-31,292.010009765625,292.4700012207031,288.2799987792969,288.4200134277344,282.590087890625,4376200
2022-09-01,288.3999938964844,293.5799865722656,286.7200012207031,293.3699951171875,287.44000244140625,3742500
2022-09-02,296.1099853515625,296.79998779296875,290.1199951171875,291.8999938964844,285.9997253417969,2753600
2022-09-06,293.2200012207031,294.5,287.260009765625,289.5400085449219,283.68743896484375,4110000
2022-09-07,290.44000244140625,297.70001220703125,290.29998779296875,297.4700012207031,291.4571533203125,3016000
2022-09-08,296.0,300.19000244140625,294.5400085449219,299.8999938964844,293.8380432128906,2703200
2022-09-09,299.4800109863281,302.489990234375,298.3299865722656,299.7699890136719,293.71063232421875,2769200
2022-09-12,300.79998779296875,302.8299865722656,296.3500061035156,297.5400085449219,291.5257263183594,3632900
2022-09-13,292.010009765625,294.0799865722656,277.32000732421875,277.92999267578125,272.3121337890625,4797200
2022-09-14,279.3999938964844,279.5400085449219,273.1700134277344,276.3399963378906,270.7542419433594,4194400
2022-09-15,277.8900146484375,278.010009765625,270.5400085449219,271.5400085449219,266.05126953125,3896100
2022-09-16,269.04998779296875,276.55999755859375,268.8999938964844,275.9700012207031,270.3917236328125,9535100
2022-09-19,273.5799865722656,281.2300109863281,273.510009765625,280.4200134277344,274.7518005371094,3047200
2022-09-20,276.8800048828125,278.7799987792969,271.3699951171875,274.1700134277344,268.6281433105469,2940700
2022-09-21,276.0,280.1300048828125,271.510009765625,271.57000732421875,266.0806579589844,3173500
2022-09-22,271.2200012207031,271.2200012207031,267.8500061035156,269.1400146484375,263.6997985839844,3515800
2022-09-23,267.8900146484375,271.29998779296875,266.32000732421875,270.94000244140625,265.4634094238281,3527900
2022-09-26,271.42999267578125,273.55999755859375,265.6099853515625,266.5799865722656,261.1914978027344,4181800
2022-09-27,269.3599853515625,273.69000244140625,266.9800109863281,268.69000244140625,263.2588806152344,3701000
2022-09-28,275.2200012207031,283.5,272.7099914550781,282.19000244140625,276.4859924316406,5816600
2022-09-29,278.510009765625,278.760009765625,274.7300109863281,278.3299865722656,272.7040100097656,4518600
2022-09-30,277.82000732421875,281.7900085449219,274.760009765625,275.94000244140625,270.3623352050781,4789100
2022-10-03,281.0,286.05999755859375,279.54998779296875,283.70001220703125,277.9654846191406,3580000
2022-10-04,287.5,291.30999755859375,286.55999755859375,289.55999755859375,283.70703125,3641300
2022-10-05,286.25,292.1099853515625,285.3699951171875,289.8500061035156,283.99114990234375,2728000
2022-10-06,289.55999755859375,292.9700012207031,287.7699890136719,290.3900146484375,284.5202941894531,2641500
2022-10-07,287.5299987792969,288.6300048828125,282.4200134277344,284.32000732421875,278.5729675292969,2406000
2022-10-10,283.55999755859375,284.8599853515625,280.2200012207031,282.4599914550781,276.7505187988281,2115400
2022-10-11,281.1000061035156,286.20001220703125,280.8999938964844,282.8900146484375,277.1718444824219,2771900
2022-10-12,284.4200134277344,284.6400146484375,280.489990234375,280.5199890136719,274.8497314453125,2258200
2022-10-13,274.6600036621094,284.8299865722656,268.7300109863281,282.8299865722656,277.113037109375,3881600
2022-10-14,286.6400146484375,286.6400146484375,275.95001220703125,276.42999267578125,270.8424072265625,2783100
2022-10-17,279.6000061035156,283.8699951171875,279.3399963378906,281.260009765625,275.5747985839844,3426700
2022-10-18,287.95001220703125,289.8599853515625,283.2300109863281,285.05999755859375,279.2980041503906,3166500
2022-10-19,282.4700012207031,282.7699890136719,273.0199890136719,275.489990234375,269.92144775390625,4323000
2022-10-20,274.94000244140625,278.0,267.8699951171875,269.4599914550781,264.0133056640625,3959500
2022-10-21,268.3399963378906,275.7099914550781,268.0,275.5299987792969,269.96063232421875,3429100
2022-10-24,276.9700012207031,284.4700012207031,276.9700012207031,283.260009765625,277.5343933105469,2937100
2022-10-25,285.510009765625,292.1300048828125,285.510009765625,290.260009765625,284.39288330078125,2791600
2022-10-26,290.6000061035156,291.8699951171875,286.1700134277344,290.1499938964844,284.28509521484375,2615000
2022-10-27,291.8500061035156,294.2699890136719,289.45001220703125,291.05999755859375,285.1767272949219,3041500
2022-10-28,290.0,299.1600036621094,290.0,298.6499938964844,292.61328125,3243100
2022-10-31,294.4100036621094,299.2799987792969,292.54998779296875,296.1300048828125,290.14422607421875,4210900
2022-11-01,300.3699951171875,302.2099914550781,293.3500061035156,296.05999755859375,290.07562255859375,3309100
2022-11-02,295.20001220703125,300.1700134277344,288.5199890136719,288.7300109863281,282.8938293457031,4426400
2022-11-03,283.57000732421875,285.95001220703125,280.510009765625,281.5,275.8099365234375,4823900
2022-11-04,285.8900146484375,288.8399963378906,277.5,284.0299987792969,278.2887878417969,4401600
2022-11-07,286.5,291.70001220703125,282.8399963378906,290.2699890136719,284.4026794433594,3260200
2022-11-08,292.42999267578125,293.3399963378906,287.6300048828125,291.1400146484375,285.2550964355469,3371800
2022-11-09,289.0,292.5,286.260009765625,286.75,280.9538269042969,3071400
2022-11-10,297.739990234375,314.739990234375,297.0799865722656,311.70001220703125,305.3995056152344,7794000
2022-11-11,312.0,317.67999267578125,310.239990234375,314.94000244140625,308.5740051269531,4945400
2022-11-14,314.3599853515625,315.9800109863281,306.3399963378906,306.9200134277344,300.7160949707031,6394800
2022-11-15,304.05999755859375,316.6300048828125,303.25,311.92999267578125,305.6248474121094,9290400
2022-11-16,305.8599853515625,316.4100036621094,304.510009765625,314.9100036621094,308.54461669921875,5249500
2022-11-17,312.0,313.67999267578125,306.1499938964844,311.44000244140625,305.144775390625,3642100
2022-11-18,314.1400146484375,316.0,310.260009765625,313.17999267578125,306.8495788574219,3559300
2022-11-21,316.9599914550781,318.8399963378906,314.20001220703125,316.7799987792969,310.3768005371094,4069000
2022-11-22,320.0,326.82000732421875,319.3800048828125,324.8800048828125,318.3130798339844,6054700
2022-11-23,326.760009765625,327.82000732421875,320.44000244140625,321.510009765625,315.0111999511719,4243400
2022-11-25,322.8900146484375,329.0799865722656,321.8999938964844,326.3800048828125,319.78277587890625,3393500
2022-11-28,325.05999755859375,328.79998779296875,317.8500061035156,318.9200134277344,312.4736022949219,4733700
2022-11-29,316.0,320.0,315.6199951171875,315.9599914550781,309.5733947753906,3505600
2022-11-30,312.92999267578125,324.19000244140625,311.5,323.989990234375,319.36151123046875,15106500
2022-12-01,326.30999755859375,329.6700134277344,324.44000244140625,327.07000732421875,322.3975524902344,3830100
2022-12-02,321.0799865722656,328.4800109863281,320.3299865722656,327.989990234375,323.3043518066406,3644100
2022-12-05,325.1499938964844,325.5199890136719,319.5400085449219,320.0799865722656,315.50738525390625,5057300
2022-12-06,319.6400146484375,321.6499938964844,314.5400085449219,317.45001220703125,312.91497802734375,3341500
2022-12-07,315.9599914550781,322.8800048828125,314.44000244140625,320.1499938964844,315.57635498046875,4038200
2022-12-08,318.54998779296875,324.5199890136719,318.54998779296875,324.0899963378906,319.4601135253906,3483600
2022-12-09,321.4800109863281,324.44000244140625,319.92999267578125,320.4800109863281,315.90167236328125,3738800
2022-12-12,323.0,328.3399963378906,321.2900085449219,327.9800109863281,323.2945556640625,4900200
2022-12-13,344.3500061035156,347.25,329.9599914550781,332.8900146484375,328.1343994140625,5787700
2022-12-14,330.5299987792969,339.05999755859375,329.010009765625,333.42999267578125,328.6666564941406,4546000
2022-12-15,329.44000244140625,330.0199890136719,323.3699951171875,327.6000061035156,322.91998291015625,5056900
2022-12-16,323.42999267578125,327.94000244140625,319.239990234375,323.3399963378906,318.7207946777344,9615000
2022-12-19,319.5,321.9100036621094,316.0199890136719,317.3299865722656,312.7966613769531,3000600
2022-12-20,313.32000732421875,316.8900146484375,310.8299865722656,314.8399963378906,310.34222412109375,2632200
2022-12-21,318.04998779296875,319.5899963378906,314.739990234375,319.3599853515625,314.79766845703125,2610400
2022-12-22,316.3999938964844,316.3999938964844,310.7300109863281,316.1199951171875,311.60394287109375,3064400
2022-12-23,314.1499938964844,319.1000061035156,313.05999755859375,318.7300109863281,314.1766662597656,2064900
2022-12-27,318.4100036621094,321.54998779296875,317.510009765625,319.54998779296875,314.9849548339844,1610200
2022-12-28,320.54998779296875,321.42999267578125,315.5,315.7300109863281,311.21954345703125,1568200
2022-12-29,318.6499938964844,321.8299865722656,317.5899963378906,320.4100036621094,315.8326721191406,1559100
2022-12-30,317.489990234375,318.1700134277344,313.0199890136719,315.8599853515625,311.34765625,2581600
2023-01-03,317.4200134277344,319.2200012207031,311.7799987792969,315.9100036621094,311.39697265625,2822400
2023-01-04,321.07000732421875,322.510009765625,316.3800048828125,319.7300109863281,315.1623840332031,3560900
2023-01-05,317.8299865722656,318.0799865722656,313.2300109863281,315.4700012207031,310.9632568359375,2935100
2023-01-06,316.2900085449219,318.8500061035156,309.0,317.5299987792969,312.9938049316406,4022500
2023-01-09,320.0,322.54998779296875,317.05999755859375,317.80999755859375,313.26983642578125,3466300
2023-01-10,316.29998779296875,320.7300109863281,313.9599914550781,320.6300048828125,316.0495300292969,2111300
2023-01-11,322.54998779296875,329.0400085449219,322.1199951171875,329.0,324.2999572753906,2864800
2023-01-12,332.2099914550781,332.2099914550781,326.7099914550781,329.8699951171875,325.15753173828125,2481800
2023-01-13,326.489990234375,332.3900146484375,326.0,331.2099914550781,326.4783630371094,2798600
2023-01-17,330.3299865722656,335.1600036621094,327.1000061035156,327.5299987792969,322.8509521484375,3988900
2023-01-18,330.0,334.5199890136719,322.92999267578125,323.69000244140625,319.0657958984375,2952200
2023-01-19,320.3399963378906,321.3399963378906,310.6300048828125,310.8800048828125,306.4388427734375,5359300
2023-01-20,310.010009765625,315.239990234375,307.3900146484375,315.0,310.4999694824219,3725100
2023-01-23,313.5400085449219,317.5299987792969,311.0899963378906,315.4800109863281,310.9731140136719,3237900
2023-01-24,315.1199951171875,318.1000061035156,312.6300048828125,317.69000244140625,313.15155029296875,2127900
2023-01-25,315.3299865722656,318.1199951171875,311.54998779296875,317.260009765625,312.7276611328125,2060400
2023-01-26,314.1499938964844,319.260009765625,312.5299987792969,313.80999755859375,309.3269348144531,3555300
2023-01-27,312.0199890136719,318.239990234375,311.3299865722656,316.69000244140625,312.16583251953125,2761200
2023-01-30,315.8299865722656,318.1400146484375,313.69000244140625,314.239990234375,309.7508239746094,2643100
2023-01-31,315.989990234375,324.3500061035156,315.1000061035156,324.1700134277344,319.5389709472656,3526800
2023-02-01,322.3900146484375,330.54998779296875,317.6400146484375,328.0899963378906,323.4029541015625,3076500
2023-02-02,333.45001220703125,341.4700012207031,332.69000244140625,339.7900085449219,334.935791015625,4776600
2023-02-03,332.5299987792969,334.7099914550781,330.3299865722656,331.5,326.76422119140625,3389700
2023-02-06,328.989990234375,331.010009765625,327.4599914550781,329.2699890136719,324.5660705566406,2229700
