Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2017-05-22,1063.9256591796875,750.5513305664062,243.23046875,637.1480712890625,1103.2962646484375
2017-05-23,1050.8721923828125,747.2652587890625,240.46649169921875,628.1983032226562,1099.0899658203125
2017-05-24,1043.5086669921875,746.1461791992188,240.2661895751953,624.421142578125,1115.412841796875
2017-05-25,1064.5469970703125,770.1485595703125,240.3863983154297,626.7066650390625,1143.9393310546875
2017-05-26,1082.9556884765625,774.3632202148438,247.63681030273438,643.4756469726562,1123.7374267578125
2017-05-29,1096.4398193359375,777.1731567382812,253.04461669921875,652.9066162109375,1121.3837890625
2017-05-30,1108.7755126953125,775.8158569335938,249.51956176757812,654.0855712890625,1111.904052734375
2017-05-31,1100.8861083984375,779.2208862304688,249.79994201660156,645.1116333007812,1109.943115234375
2017-06-01,1109.732177734375,775.6014404296875,251.7227325439453,639.1209716796875,1112.9935302734375
2017-06-02,1113.413818359375,778.292236328125,255.72848510742188,637.4368286132812,1117.9188232421875
2017-06-05,1110.7843017578125,778.911376953125,258.1682434082031,639.6503295898438,1134.9384765625
2017-06-06,1102.7509765625,780.5304565429688,252.96339416503906,631.686767578125,1175.059326171875
2017-06-07,1110.7362060546875,781.41162109375,253.93931579589844,644.2936401367188,1139.8641357421875
2017-06-08,1093.33154296875,783.2927856445312,253.4106903076172,640.7810668945312,1099.04638671875
2017-06-09,1105.237548828125,793.7938232421875,248.85646057128906,642.7057495117188,1092.6829833984375
2017-06-12,1100.4078369140625,794.7224731445312,247.5552520751953,634.88671875,1084.05322265625
2017-06-13,1099.45166015625,798.5084838867188,248.24649047851562,632.4326782226562,1080.4613037109375
2017-06-14,1099.3564453125,795.8892211914062,243.85496520996094,653.1953735351562,1088.680419921875
2017-06-15,1092.3629150390625,792.6270141601562,245.52212524414062,665.9224853515625,1062.6778564453125
2017-06-16,1097.2486572265625,794.9605712890625,249.50709533691406,668.2561645507812,1057.609375
2017-06-19,1105.6309814453125,806.2236938476562,252.84140014648438,678.0962524414062,1071.7127685546875
2017-06-20,1101.12841796875,803.1995239257812,251.05226135253906,679.5877685546875,1077.574462890625
2017-06-21,1106.8282470703125,808.9857177734375,251.25564575195312,684.2312622070312,1060.5181884765625
2017-06-22,1113.6778564453125,808.6524047851562,253.16671752929688,689.355712890625,1055.4720458984375
2017-06-23,1105.15185546875,799.437255859375,252.92274475097656,690.8955078125,1040.8621826171875
2017-06-27,1086.4718017578125,794.1986694335938,254.02066040039062,691.52099609375,1032.55419921875
2017-06-28,1062.522705078125,793.6270751953125,250.76763916015625,672.923583984375,1035.7276611328125
2017-06-29,1058.1162109375,797.2705688476562,253.4106903076172,670.1327514648438,1028.3231201171875
2017-06-30,1056.5831298828125,791.9971923828125,263.2104797363281,664.0217895507812,1041.1485595703125
2017-07-03,1073.156005859375,795.13720703125,278.5403137207031,664.5270385742188,1046.1063232421875
2017-07-04,1061.9478759765625,792.620361328125,274.270751953125,684.2070922851562,1043.1318359375
2017-07-05,1079.2872314453125,790.4151000976562,269.2285461425781,694.1674194335938,1038.3494873046875
2017-07-06,1084.555908203125,794.9215087890625,274.1487731933594,694.119384765625,1034.62548828125
2017-07-07,1068.5577392578125,799.2600708007812,271.8716125488281,717.5044555664062,1027.75048828125
2017-07-10,1080.3406982421875,803.6466064453125,271.0583801269531,718.3223876953125,1073.1451416015625
2017-07-11,1084.1724853515625,805.5882568359375,268.6999206542969,719.0442504882812,1091.148681640625
2017-07-12,1086.04052734375,805.9957275390625,267.43939208984375,727.1038208007812,1075.128173828125
2017-07-13,1078.1851806640625,807.0983276367188,275.49066162109375,737.767333984375,1078.1915283203125
2017-07-14,1070.3778076171875,805.3724975585938,274.1894226074219,743.4141845703125,1056.6177978515625
2017-07-17,1078.1373291015625,806.5230712890625,264.4302978515625,752.1388549804688,1055.736572265625
2017-07-18,1098.398193359375,807.0983276367188,231.41212463378906,736.7009887695312,1061.421630859375
2017-07-19,1107.2593994140625,811.2931518554688,237.02365112304688,743.0263671875,1079.601806640625
2017-07-20,1106.97216796875,820.2100219726562,235.4377899169922,741.0632934570312,1077.442138671875
2017-07-21,1107.4989013671875,816.4465942382812,234.94981384277344,768.2551879882812,1097.935546875
2017-07-24,1107.1636962890625,831.8115234375,238.48745727539062,782.9174194335938,1118.4873046875
2017-07-25,1101.7513427734375,833.9928588867188,236.98292541503906,776.56787109375,1136.5196533203125
2017-07-26,1086.328125,837.7800903320312,238.81275939941406,786.552734375,1129.6690673828125
2017-07-27,1100.505615234375,857.9630126953125,234.6651611328125,773.0052490234375,1096.8311767578125
2017-07-28,1104.768798828125,852.6175537109375,237.10488891601562,772.835693359375,1097.97998046875
2017-07-31,1112.8634033203125,855.4461059570312,231.9813690185547,782.8932495117188,1101.2947998046875
2017-08-01,1099.93115234375,861.5823974609375,234.0958709716797,777.2706909179688,1105.648193359375
2017-08-02,1096.386474609375,858.9218139648438,232.14402770996094,789.6790771484375,1093.3394775390625
2017-08-03,1097.9193115234375,853.3126831054688,228.85037231445312,799.8094482421875,1100.25634765625
2017-08-04,1108.6483154296875,858.2506713867188,228.32174682617188,786.261962890625,1114.995849609375
